laser convert, process measure, 
1.49347,11.3223,
0.938337,11.5063,
1.23526,11.5269,
1.41607,11.7221,
0.925827,10.5772,
1.07023,10.4571,
0.698497,10.4831,
1.12648,10.8644,
0.530743,10.5848,
1.056,10.6111,
0.525831,10.8011,
0.512181,10.9411,
1.13361,11.072,
0.652734,11.1811,
0.599583,11.2089,
1.04266,11.1235,
0.693643,11.6485,
1.20389,11.2322,
0.952806,11.9193,
1.132,11.1484,
0.793846,11.3957,
1.15483,11.5171,
0.574606,11.3915,
0.603988,11.2669,
1.14047,11.0385,
0.596135,10.9711,
1.10998,10.9769,
0.749656,10.8216,
0.688948,10.9336,
1.16128,10.8847,
0.815047,11.074,
1.05151,11.2432,
0.580959,11.0052,
1.04309,11.3143,
0.555631,11.0483,
0.526481,10.9162,
1.2109,10.7681,
0.685774,10.7901,
1.05976,10.8123,
0.682558,10.6493,
0.741884,11.1117,
1.24852,11.1561,
1.16743,11.417,
0.994403,11.5797,
0.732578,11.5114,
0.984991,11.1787,
0.8524,11.4833,
0.753876,11.2729,
1.01358,11.5272,
0.746978,11.5639,
0.656688,11.2795,
1.09461,11.3141,
0.689775,11.5987,
1.11459,11.9525,
0.785503,11.4803,
0.8637,11.6554,
1.02456,11.7038,
0.864292,11.6076,
0.741858,11.6275,
1.08241,11.7959,
0.7946,11.8798,
0.642737,11.8629,
1.07233,11.6464,
0.710972,11.8661,
1.09251,11.7827,
0.717336,11.7145,
1.07516,14.3483,
1.06358,15.1235,
0.966981,15.196,
1.01261,15.1554,
0.915436,15.0186,
1.37506,15.49,
0.812935,15.7649,
0.816723,15.3058,
1.39143,15.1854,
0.83573,15.5813,
0.84334,16.6416,
1.3702,15.8668,
0.917559,15.8183,
0.996781,16.1522,
1.44144,16.5232,
0.768519,16.5874,
0.714967,16.0041,
1.4513,16.3674,
0.72476,16.1147,
0.875262,16.0784,
1.48944,16.131,
0.870333,15.6371,
0.857065,15.7183,
1.41433,15.8553,
0.760146,15.9752,
0.667778,16.2054,
1.41453,16.4583,
0.667094,16.3212,
0.663067,16.574,
1.40709,16.4276,
0.804264,15.9003,
1.00181,15.4698,
1.51358,15.1822,
0.929772,15.8863,
0.963628,15.3651,
1.15488,16.1516,
0.874581,16.1314,
0.855193,16.1231,
1.47743,15.2165,
0.899024,15.32,
0.910003,16.4879,
1.41128,16.4473,
0.862922,16.443,
0.864404,16.2427,
1.40064,16.4479,
0.783753,15.5825,
0.863707,15.4444,
1.37295,16.0734,
0.715454,18.0967,
0.737832,15.4026,
1.36587,16.159,
0.8478,15.5776,
1.0363,16.2192,
1.40626,16.6615,
0.922866,16.7872,
0.766441,16.7332,
1.45947,16.5418,
0.688368,16.6328,
0.838528,16.7997,
1.34248,15.8419,
0.823864,16.0762,
0.826896,15.5918,
1.34353,16.0529,
1.01632,16.5516,
0.896789,15.8974,
1.40956,16.4804,
0.893644,16.3916,
0.772127,16.3868,
1.38717,16.4939,
0.907761,16.2548,
0.990977,16.5535,
1.40972,16.6407,
0.943199,16.4575,
0.948415,16.2669,
1.50022,16.3021,
0.773806,16.231,
0.680572,15.7102,
1.40179,15.1753,
0.728113,14.0717,
0.601565,14.4356,
1.12521,14.5743,
0.783289,14.047,
0.770032,14.3676,
1.10094,14.4052,
0.82022,14.0269,
1.14367,18.5971,
0.888298,17.5242,
0.592119,19.0766,
1.13464,18.2076,
0.915533,19.0349,
0.928253,19.3177,
1.12103,17.9681,
0.778028,17.345,
1.12667,18.0953,
0.90376,17.9727,
1.13154,18.0797,
0.917459,17.5801,
0.826337,18.4321,
1.12791,18.6507,
0.833514,18.0712,
0.801273,17.6524,
1.05661,18.0006,
0.881593,17.6387,
0.719115,17.7281,
1.08088,17.9786,
0.79504,18.4747,
0.872396,17.6916,
1.08663,17.616,
0.801753,17.8515,
0.946123,18.14,
1.46937,18.467,
0.933734,17.941,
0.948538,17.7584,
1.41614,18.1634,
0.766103,18.0632,
0.777536,18.1543,
1.41015,18.6899,
1.01307,18.6752,
1.03369,18.8235,
1.35804,18.6481,
1.40841,18.4122,
1.29598,18.4757,
1.02729,15.7328,
1.42031,15.3538,
1.31058,15.4461,
1.29528,15.7401,
0.905481,15.508,
0.982804,15.5306,
1.37169,15.5385,
0.975906,16.4035,
1.06682,15.3872,
1.11362,17.1646,
0.878634,16.7689,
0.905384,16.6759,
1.10119,17.0288,
0.745531,16.9847,
0.788629,16.6401,
1.16546,15.4413,
0.787507,13.7942,
0.686342,14.2828,
1.15167,15.0899,
0.685637,14.9498,
0.665202,14.3052,
1.13217,14.522,
0.62711,14.3169,
0.857141,14.0269,
1.12889,14.0472,
0.836873,14.138,
0.803127,14.1012,
1.0913,13.9163,
0.800623,14.2886,
0.831711,14.147,
1.17903,14.7829,
0.865636,14.7341,
0.681122,14.0968,
1.14332,14.95,
0.80329,14.6525,
0.83112,14.6169,
1.12376,14.4528,
0.799399,14.6456,
0.889579,14.6893,
1.19658,14.8645,
0.889079,14.2055,
0.895209,14.1547,
1.14636,14.7408,
0.821695,14.7015,
0.828073,14.6272,
1.10216,13.5977,
1.10926,13.9325,
0.994038,14.2063,
1.11338,15.1393,
1.3413,15.1487,
1.01424,14.9074,
1.38467,15.8344,
0.977133,15.7139,
0.941827,15.5302,
1.37367,15.698,
0.90533,15.1199,
1.01248,16.0921,
1.44106,14.9254,
0.877705,16.322,
1.05693,15.3331,
1.34198,15.0224,
